SUBJECT,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Trial 26,Trial 27,Trial 28,Trial 29,Trial 30,Trial 31,Trial 32,Trial 33,Trial 34,Trial 35,Trial 36,Trial 37,Trial 38,Trial 39,Trial 40,Trial 41,Trial 42,Trial 43,Trial 44,Trial 45,Trial 46,Trial 47,Trial 48,Trial 49,Trial 50
83,-5,-9,6,10,14,-15,-18,-2,-13,39,26,-6,3,-6,40,-14,3,-52,12,-9,12,-16,-4,31,9,NaN,NaN,-7,9,NaN,NaN,NaN,NaN,21,-17,27,NaN,11,NaN,13,-11,NaN,-21,-13,NaN,NaN,NaN,NaN,NaN,20
84,4,14,2,-16,8,6,11,1,2,5,-35,18,8,-10,-1,-9,-3,3,-10,5,22,-9,28,13,4,NaN,NaN,NaN,14,-1,-63,NaN,NaN,4,NaN,33,-38,14,-30,2,NaN,3,-3,2,-14,-5,NaN,NaN,23,NaN
85,-17,25,6,7,9,-9,-8,10,17,-3,9,11,5,17,-2,-1,-9,-1,-10,15,-26,-4,7,0,-14,NaN,-14,NaN,22,NaN,NaN,7,-2,NaN,21,-1,-4,NaN,3,NaN,11,11,NaN,NaN,NaN,6,-12,NaN,NaN,NaN
86,40,7,-1,-7,9,-11,39,-6,0,3,-6,17,-24,7,-2,-2,-12,-24,-3,-6,9,-11,9,-8,-13,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,7,12,NaN,-7,NaN,-4,NaN,7,-18,15,13,-1,NaN,-6,15
87,3,1,26,2,20,-17,-9,-25,-1,20,-10,5,4,9,-23,9,2,-1,-3,-12,-9,-13,6,-16,-22,NaN,NaN,NaN,-11,3,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,-33,18,3,7,NaN,-1,-3,-12,13,5,NaN,NaN
88,10,-11,50,4,23,7,1,-3,-7,-7,-31,-16,43,16,0,-2,-22,-10,2,8,14,9,6,-5,7,NaN,NaN,-8,NaN,NaN,NaN,NaN,8,-9,-28,13,-13,NaN,NaN,6,6,35,-4,23,-26,NaN,NaN,7,NaN,NaN
89,6,-3,-10,-3,-1,7,3,-11,1,-7,-11,12,-14,8,13,34,-1,6,3,14,19,-3,-25,-7,-9,NaN,25,NaN,NaN,25,-15,-2,NaN,NaN,16,NaN,-16,-18,NaN,52,5,165,NaN,2,NaN,NaN,NaN,-6,NaN,NaN
90,12,3,-38,-1,-11,16,15,-8,11,-15,-3,11,36,-63,59,23,13,-1,-3,-15,5,-15,-1,-6,0,NaN,-2,-1,NaN,NaN,NaN,NaN,NaN,NaN,-24,4,3,NaN,-3,NaN,-12,NaN,NaN,15,NaN,NaN,-11,-50,-2,1
91,-6,5,-10,-6,-17,-8,4,6,21,-3,8,-20,-5,6,-5,-19,15,-11,-2,-17,-1,-20,13,15,15,NaN,14,NaN,-9,39,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,7,25,NaN,-10,NaN,0,-1,NaN,NaN
92,-3,0,-14,7,14,-10,-27,24,7,-4,21,4,173,27,-6,6,24,4,14,37,-2,-10,11,-96,-16,NaN,NaN,NaN,NaN,-4,-9,-2,NaN,1,-17,NaN,NaN,NaN,35,2,-3,6,-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93,11,-11,-4,15,-7,16,4,4,4,4,7,-8,-10,-46,8,1,4,-9,-3,-1,-23,31,-16,11,-4,NaN,NaN,10,18,-5,3,20,NaN,13,4,NaN,-18,-5,NaN,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,0
94,22,16,8,-4,18,-1,-11,11,-17,-8,1,9,20,15,24,19,0,19,-7,46,-35,7,1,18,-1,NaN,-23,-12,15,NaN,33,20,-13,NaN,NaN,NaN,105,NaN,-14,NaN,-13,NaN,-11,32,NaN,NaN,-15,NaN,NaN,31
95,-5,-19,9,-21,2,-3,74,-28,32,-11,21,-6,13,-6,5,-21,20,2,-10,2,8,8,-16,31,-4,NaN,-7,53,NaN,-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,11,-6,NaN,NaN,24,30,8,-8,5,-15,-17,NaN
96,12,-3,-3,-16,-2,17,-42,5,-3,-14,-21,-23,12,-24,1,-16,17,7,0,0,-12,-8,0,8,19,NaN,NaN,-13,NaN,3,25,-12,NaN,NaN,-2,-19,15,30,NaN,NaN,NaN,4,-11,4,NaN,-4,19,25,NaN,13
97,84,9,10,-4,-4,3,-16,-12,16,2,-28,29,-7,1,12,7,-10,17,1,3,26,4,127,10,-1,NaN,-8,2,NaN,NaN,NaN,19,9,15,NaN,-6,NaN,-15,NaN,124,6,NaN,-10,13,NaN,NaN,NaN,44,-25,NaN
98,-6,0,-16,-16,29,-16,-1,11,6,-15,3,-7,-2,3,13,29,-3,-5,-2,11,14,4,3,36,-6,NaN,-8,NaN,NaN,NaN,17,NaN,NaN,NaN,43,-9,7,NaN,NaN,NaN,-16,-15,17,11,-2,10,4,NaN,NaN,-32
99,9,0,21,-8,-9,1,-24,3,-3,-24,12,-26,15,-15,4,9,-4,-11,9,9,3,17,7,10,-6,NaN,NaN,NaN,3,NaN,NaN,-10,-4,NaN,-12,NaN,NaN,NaN,-19,NaN,NaN,36,-16,3,5,-5,NaN,2,NaN,NaN
100,9,1,10,15,-4,-47,9,14,1,14,10,5,-27,3,1,3,6,6,-24,-14,-26,-7,13,-1,-4,NaN,16,21,9,NaN,12,NaN,12,NaN,31,8,-8,3,-5,1,25,8,5,NaN,11,NaN,19,NaN,NaN,17
101,-4,2,-10,-12,-8,-8,9,-37,-2,-3,-2,2,17,-11,6,16,-5,28,-3,15,1,-5,10,-28,-18,NaN,NaN,NaN,-7,-11,3,NaN,7,1,NaN,-16,NaN,NaN,NaN,5,-11,20,15,-1,-10,-13,-15,NaN,4,NaN
102,15,5,-4,-9,-30,1,2,-13,9,0,35,4,6,8,-15,4,15,-96,-36,-9,-8,8,16,3,-17,NaN,NaN,NaN,NaN,10,-9,NaN,-1,-26,-146,21,10,-17,11,-2,NaN,NaN,2,8,-6,-16,-8,NaN,10,NaN
103,-3,7,2,2,-5,15,6,-14,2,2,2,-5,-11,-20,-5,-9,-8,38,-4,-4,-13,-47,-23,19,-12,NaN,-116,NaN,NaN,NaN,NaN,18,NaN,14,NaN,-22,-12,NaN,-5,NaN,NaN,29,NaN,17,NaN,-9,NaN,-14,NaN,NaN
104,2,-1,-11,5,-23,1,3,-25,-10,12,-10,12,1,0,-2,-29,1,-14,-18,13,0,-4,13,-10,-4,NaN,27,NaN,3,NaN,-12,-14,NaN,NaN,-17,35,-9,6,NaN,-22,-19,-5,NaN,NaN,NaN,45,6,NaN,-26,27
105,12,29,1,0,-3,16,3,29,-1,2,-5,-3,10,5,-8,0,55,-27,8,1,27,-1,-19,-12,-4,NaN,9,43,11,NaN,0,3,NaN,NaN,8,-5,NaN,9,-1,26,NaN,NaN,15,-21,13,NaN,NaN,NaN,NaN,NaN
106,6,9,-8,37,1,-8,-7,3,-3,-18,1,-8,19,2,6,7,16,17,-18,-24,5,2,15,1,4,NaN,NaN,-23,-5,-14,0,18,NaN,25,-2,-1,7,9,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,-6,-8
107,-6,3,1,2,5,12,1,15,3,9,4,-10,-11,12,7,10,-4,7,-10,-5,5,4,10,-3,8,NaN,-9,-6,-6,-3,-8,NaN,NaN,NaN,-12,7,1,-11,4,6,NaN,-10,-10,-7,-19,NaN,NaN,-18,6,27
108,-15,-5,-10,9,7,1,10,-26,10,1,-22,-4,-19,-14,12,-20,-15,15,-5,-25,1,15,-16,2,-18,NaN,-4,NaN,-20,NaN,-34,-15,15,NaN,6,7,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,20,12,NaN,NaN,NaN
109,16,-9,7,-8,1,3,-8,-33,26,1,-12,-26,37,10,22,12,29,2,40,4,18,-12,-6,-16,3,NaN,NaN,-15,-16,-9,2,12,13,NaN,1,-2,14,NaN,NaN,5,-13,-2,0,-14,-28,NaN,NaN,-1,NaN,NaN
110,-16,-10,120,-9,-6,-3,45,-6,-6,15,8,-21,-17,17,-2,29,10,15,-9,-28,12,-6,3,-12,-13,NaN,NaN,NaN,NaN,NaN,NaN,20,NaN,7,-8,NaN,-11,NaN,3,-1,NaN,10,NaN,NaN,1,NaN,14,-20,NaN,NaN
111,-5,4,3,10,10,-21,-6,-1,-2,-34,6,8,4,20,20,12,-11,2,-2,-8,-16,10,-9,5,-129,NaN,0,NaN,NaN,NaN,NaN,-3,NaN,-95,1,22,15,38,-9,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12,NaN,NaN
112,20,4,1,-7,12,-3,8,-20,-20,-11,0,3,-18,-22,-9,-12,0,-13,-2,-16,-8,0,-22,-6,-7,NaN,-14,NaN,25,26,NaN,-13,-17,NaN,NaN,-7,-31,NaN,NaN,NaN,-17,10,NaN,NaN,-1,-5,-4,NaN,-18,NaN
113,2,25,24,-10,-4,29,5,0,13,19,29,7,24,0,-8,-4,-6,-1,5,13,-10,18,-10,-2,38,NaN,14,-12,10,NaN,20,-3,5,-18,-3,14,NaN,-7,NaN,NaN,NaN,NaN,3,0,-3,NaN,-1,NaN,10,NaN
114,-9,-27,6,-2,9,4,-4,-8,-2,141,1,14,-17,12,-5,-8,21,11,-9,7,9,0,-12,-13,19,NaN,NaN,NaN,14,NaN,11,-1,-10,NaN,NaN,-45,NaN,11,NaN,3,NaN,-4,NaN,4,NaN,26,0,NaN,NaN,18
115,4,1,-18,-18,-7,9,7,0,3,-8,10,-5,-45,1,-5,-3,1,-9,-8,-5,5,-9,-8,-1,14,NaN,NaN,-7,-2,NaN,NaN,NaN,NaN,-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2,8,-9,NaN,NaN,6,-13,NaN
116,-22,13,2,5,-13,-2,16,15,5,-6,-4,10,-4,8,-6,18,21,-7,-21,11,-11,-23,9,2,7,NaN,NaN,NaN,NaN,-16,1,NaN,0,NaN,NaN,NaN,18,NaN,14,NaN,18,NaN,10,-9,NaN,8,-29,NaN,3,NaN
117,-15,-6,-1,12,-2,9,7,-7,8,1,-7,0,9,-10,-11,-12,-12,-6,8,-15,5,-5,14,-5,1,NaN,NaN,NaN,NaN,17,14,-2,NaN,NaN,NaN,-13,-4,NaN,NaN,NaN,-5,NaN,NaN,-39,NaN,-8,NaN,30,5,-7
118,10,-8,-8,5,17,-20,-3,5,-13,18,-16,1,-3,-9,-3,25,-16,3,-25,-11,21,-10,11,-6,-7,NaN,NaN,-27,13,NaN,-3,0,7,11,8,5,NaN,3,-18,-5,-6,-17,NaN,-7,106,NaN,NaN,NaN,NaN,19
119,7,14,-32,-5,-5,-14,-18,10,15,14,-1,-5,3,-5,-10,-23,-6,12,-12,29,0,-2,-13,8,-4,NaN,-10,-16,NaN,9,-11,18,NaN,35,NaN,14,20,20,NaN,NaN,-1,NaN,-9,NaN,19,NaN,13,NaN,-2,-37
120,14,17,2,-1,-28,-7,1,-25,-8,0,20,-10,-18,13,18,39,3,-3,14,13,-1,-2,2,9,15,NaN,NaN,NaN,14,30,NaN,5,-16,-51,NaN,-23,16,-111,25,NaN,10,NaN,NaN,NaN,-13,1,6,17,-5,20
121,6,-9,-10,9,-1,-2,-6,28,-16,5,52,-2,-15,-1,7,9,-2,3,2,-2,-2,10,-18,-1,3,NaN,NaN,-16,NaN,-6,NaN,-14,NaN,NaN,NaN,17,NaN,-9,-22,NaN,NaN,-27,19,NaN,-4,-7,NaN,NaN,NaN,NaN
122,-5,6,-1,27,1,-14,7,3,13,13,-46,4,11,-6,-7,-7,12,-5,-3,10,4,-8,-8,-2,9,NaN,NaN,76,4,NaN,-3,NaN,NaN,NaN,9,NaN,NaN,NaN,-8,NaN,15,5,6,NaN,-13,9,15,4,NaN,NaN
123,28,-2,8,1,-18,13,-16,-9,-9,5,-3,-4,8,6,8,4,14,0,-6,5,-4,21,3,-3,-9,NaN,-6,NaN,NaN,NaN,12,0,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,3,-7,NaN,18,NaN,NaN,-3,20
124,-4,-29,16,-18,20,-9,-1,11,-15,-4,3,3,2,-5,2,5,25,-3,-9,-24,-17,0,-7,10,1,NaN,NaN,15,-5,-10,NaN,-5,9,NaN,-14,10,-37,NaN,-3,NaN,NaN,NaN,NaN,-19,NaN,28,22,NaN,-10,NaN
125,-1,6,4,-6,2,-7,-10,0,-20,-2,-28,16,-10,3,-5,-23,-42,13,-8,-34,-3,-25,40,-4,-7,NaN,NaN,NaN,-37,-4,NaN,-15,-20,1,NaN,NaN,NaN,14,NaN,NaN,16,6,-16,NaN,NaN,3,-3,NaN,4,12
126,7,-2,4,4,-5,10,-4,-5,1,31,-27,5,12,-21,-7,104,14,19,7,0,3,-24,16,6,6,NaN,5,NaN,NaN,-9,-35,NaN,15,NaN,8,NaN,13,11,NaN,NaN,NaN,19,38,-7,NaN,19,NaN,NaN,0,-3
127,16,-3,2,-2,4,15,-10,32,14,-18,3,-6,4,1,18,5,11,-11,-1,-4,3,-19,-15,-11,8,NaN,NaN,NaN,9,NaN,10,-4,-2.75E-15,NaN,17,-7,-52,NaN,NaN,NaN,-21,-2,NaN,4,NaN,10,-6,6,NaN,4
128,-7,4,30,-7,30,-15,-10,-57,-9,-17,-16,-46,13,-10,-21,13,-57,8,24,0,-36,-10,7,-40,-17,NaN,NaN,NaN,2,NaN,-19,-6,NaN,-2,5,-11,NaN,NaN,NaN,NaN,NaN,NaN,15,-16,NaN,-4,NaN,-2,-8,NaN
129,15,-6,-17,21,4,-14,6,7,14,-16,8,25,5,8,19,0,-10,10,-6,-4,0,-10,5,-12,15,NaN,NaN,1,25,NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,-24,NaN,NaN,-17,NaN,NaN,-10,NaN,14
130,2,-8,9,-5,-5,1,1,-1,0,-8,5,-6,16,10,-12,-2,4,2,5,-4,-1,5,6,-8,-2,NaN,3,-22,NaN,NaN,1,-3,NaN,NaN,3,10,24,3,NaN,-21,NaN,NaN,-4,NaN,NaN,NaN,NaN,-9,NaN,8
131,4,8,5,2,-22,-15,7,7,24,-9,-4,11,6,-9,-12,6,11,-4,-5,13,-15,-2,-9,-5,11,NaN,-11,-3,-4,0,NaN,11,-4,8,-2,NaN,15,NaN,NaN,NaN,9,NaN,-10,NaN,-22,NaN,5,NaN,12,-5
132,8,-8,-12,-9,2,-9,-145,-3,3,0,5,20,-22,-5,-59,2,36,17,-8,22,28,7,-3,-27,-1,NaN,NaN,NaN,NaN,NaN,NaN,31,-8,NaN,1,12,NaN,NaN,-3,-2,3,NaN,NaN,5,NaN,NaN,NaN,NaN,32,13
133,2,3,-9,4,-18,15,12,8,-48,14,-2,3,14,-4,10,-5,2,30,2,-10,-10,-9,3,-9,9,NaN,-18,NaN,NaN,NaN,NaN,-4,NaN,13,5,NaN,NaN,-4,NaN,5,NaN,NaN,-12,1,NaN,NaN,8,NaN,-31,4
134,13,36,-4,18,9,7,11,13,30,16,-14,9,5,16,5,11,14,18,3,-12,12,-3,-3,10,3,NaN,-2,-5,22,NaN,NaN,1,NaN,NaN,-11,-5,NaN,7,6,NaN,NaN,NaN,-4,-10,NaN,NaN,-6,NaN,12,NaN
135,12,-3,-4,7,8,9,-1,1,1,15,0,2,-5,-18,8,5,12,8,-10,-3,-2,6,7,-3,0,NaN,43,NaN,NaN,1,NaN,NaN,13,NaN,NaN,-9,-2,-12,NaN,17,NaN,NaN,NaN,NaN,-3,-12,NaN,NaN,66,-1
136,13,1,-23,6,19,4,44,-1,9,3,-34,3,-4,2,-1,-5,-17,-3,6,44,-16,-12,-5,-17,-9,NaN,NaN,NaN,-18,23,11,-16,NaN,NaN,28,NaN,NaN,NaN,-1,NaN,-14,NaN,NaN,NaN,NaN,NaN,0,20,NaN,NaN
137,-11,2,-15,-12,2,18,2,5,-10,6,-32,-20,-20,-13,-22,-9,-1,-20,8,-1,9,10,-39,6,-8,NaN,8,-6,NaN,-4,NaN,-6,6,-22,14,NaN,NaN,NaN,NaN,NaN,NaN,2,-6,NaN,-2,NaN,-14,-51,NaN,0
138,9,-11,13,5,4,3,-2,-11,-1,8,-13,-13,-13,-6,-1,2,11,-7,11,4,3,-2,-5,-12,4,NaN,NaN,-60,NaN,NaN,25,NaN,-5,10,0,4,NaN,20,NaN,NaN,NaN,NaN,NaN,6,-29,NaN,11,-3,NaN,NaN
139,2,9,-5,-2,2,-9,10,2,14,2,3,-25,19,-8,26,10,1,23,16,-15,4,38,0,-9,13,NaN,NaN,NaN,17,-19,NaN,NaN,16,NaN,-16,NaN,NaN,NaN,-24,NaN,1,NaN,NaN,-25,-21,NaN,4,21,NaN,25
140,-8,-2,-4,1,0,-36,-10,2,-4,6,-12,-11,8,15,7,-1,7,-6,35,3,-1,14,14,18,24,NaN,2,-10,10,-10,9,16,-8,25,7,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,-60,-15,6,NaN
141,14,-1,0,6,16,-8,-1,-7,0,-3,8,24,6,7,-11,-2,-1,0,-16,-29,-7,21,-6,5,-3,NaN,0,NaN,NaN,0,NaN,14,NaN,3,NaN,-14,7,NaN,NaN,NaN,NaN,5,10,14,-8,NaN,NaN,NaN,-32,9
142,7,-27,22,22,0,9,12,15,2,15,-24,30,-2,-12,-6,-17,-1,18,0,35,-10,1,-28,3,15,NaN,14,NaN,NaN,NaN,-9,NaN,NaN,NaN,-1,NaN,NaN,6,-7,6,19,-5,2,NaN,-6,-13,-6,NaN,NaN,NaN
143,-7,12,12,12,-5,-13,-5,-10,-34,-14,6,13,-16,8,11,4,-9,4,-8,-3,2,8,-4,-6,2,NaN,-14,NaN,NaN,NaN,24,NaN,-15,24,35,NaN,-5,9,-8,-19,-17,NaN,NaN,NaN,8,NaN,2,NaN,-7,NaN
144,9,8,4,13,9,-38,-1,0,-16,-4,-13,3,21,0,1,-22,-11,-4,-1,9,0,-13,4,20,-6,NaN,NaN,NaN,-2,NaN,37,NaN,NaN,38,-13,1,NaN,-1,41,13,NaN,NaN,3,NaN,9,9,NaN,NaN,-6,NaN
145,-14,12,12,-15,5,-10,9,-27,13,14,3,7,1,20,0,20,34,-9,15,9,-110,-9,16,11,10,NaN,45,7,NaN,-11,NaN,NaN,14,10,11,13,NaN,NaN,-9,9,NaN,-15,-14,NaN,13,3,NaN,NaN,NaN,20
146,-6,12,-12,-9,15,-2,15,-2,9,8,10,7,3,-9,15,10,-8,-1,-34,-15,13,-6,6,-13,13,NaN,NaN,NaN,NaN,-81,-20,17,NaN,-1,-20,NaN,NaN,10,NaN,2,-4,NaN,NaN,NaN,-23,NaN,NaN,-23,-8,NaN
147,16,-6,-2,-8,-8,10,-4,10,10,1,4,14,-3,-6,-1,10,-8,9,-11,-8,20,0,3,6,1,NaN,17,4,-18,NaN,NaN,9,7,13,-9,NaN,21,NaN,15,NaN,-1,-19,-12,4,5,-50,NaN,8,21,-24
148,2,3,-6,1,16,2,21,0,0,-18,-4,-17,-5,16,7,11,8,3,-3,12,-10,5,-2,0,-13,NaN,NaN,NaN,-6,0,NaN,20,NaN,-3,-2,14,NaN,NaN,NaN,11,-16,1,-10,-2,-14,NaN,NaN,-3,9,9
149,-12,-2,18,14,-5,9,-17,4,-11,-5,5,14,-40,11,4,15,-38,-30,-1,-11,4,-7,146,-30,-10,NaN,NaN,NaN,NaN,-20,-7,19,NaN,12,NaN,NaN,-58,-4,NaN,-37,-38,NaN,4,15,7,NaN,NaN,14,-7,NaN
150,-2,9,-29,-19,-19,-3,-22,2,7,0,-11,0,-2,-2,1,-12,-7,8,-4,-8,-14,-10,2,-13,6,NaN,NaN,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,-9,NaN,5,NaN,-17,-1,12,NaN,-2,NaN,-2,-2,NaN
