SUBJECT,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Trial 26,Trial 27,Trial 28,Trial 29,Trial 30,Trial 31,Trial 32,Trial 33,Trial 34,Trial 35,Trial 36,Trial 37,Trial 38,Trial 39,Trial 40,Trial 41,Trial 42,Trial 43,Trial 44,Trial 45,Trial 46,Trial 47,Trial 48,Trial 49,Trial 50
48,0.034907,0.31416,4.5379,3.002,3.2812,6.1087,6.2308,2.4609,2.4086,1.309,0.99484,4.3982,0.069813,3.543,4.5902,1.9199,5.9516,3.4034,0.15708,0.22689,5.3058,4.0841,4.1713,4.852,4.8346,2.5482,3.0892,0.12217,1.8151,4.3808,2.6354,4.7124,1.5533,2.8972,4.0143,1.8151,1.6232,0.75049,2.0595,5.7072,2.3213,1.6755,1.0821,2.3911,3.8572,5.5327,1.9722,5.8992,4.1015,4.9567
49,1.9199,4.6426,0.89012,2.2689,5.7247,4.6949,3.1765,2.6704,5.2883,2.5656,5.777,3.1241,3.2812,5.5152,2.7402,1.7279,0.62832,0.83776,0.62832,3.7874,2.426,1.4661,2.4958,5.7596,5.6898,3.6826,4.7997,4.6426,1.5184,5.1836,0.73304,1.1694,0.45379,4.7298,3.2812,2.3038,3.0718,1.6755,1.0647,0.92502,3.3161,4.5902,4.0666,2.81,4.7822,1.6057,1.1868,4.8869,1.9722,0.40143
50,3.351,0.33161,1.9199,5.6025,0.54105,0.75049,2.1991,5.0615,5.4803,1.6232,2.6354,4.1364,0.2618,5.9167,5.4803,1.2915,0.50615,4.3459,4.1015,5.777,0.31416,5.1662,5.9865,4.4331,2.3038,0.47124,5.62,1.3614,5.2011,3.5605,4.468,1.5708,2.2864,0.22689,2.0944,4.0666,3.5605,0.73304,0.90757,4.3284,1.2392,1.0996,5.1138,1.6406,3.4208,3.7176,5.8818,0.95993,5.044,4.1015
51,1.501,6.0563,4.3808,6.2483,1.9024,4.5553,6.2832,4.2935,2.0944,4.119,0.94248,1.1519,5.2534,3.7001,2.7053,0.05236,3.8223,5.0789,1.2392,0.99484,4.2586,3.7874,3.5256,2.8449,2.4609,4.9916,3.6477,4.4157,3.1241,2.81,4.6949,3.9968,3.159,3.8746,6.0912,0.55851,5.3756,2.0769,4.9742,0.95993,0.40143,5.0789,2.042,2.7227,1.7453,4.0841,2.4086,0.20944,0.83776,4.2586
52,5.8294,1.8675,4.7647,2.9496,2.5307,0.89012,1.6581,3.4383,3.7874,4.0492,4.7647,5.6898,0.34907,0.73304,1.2915,0.57596,1.2915,4.311,0.62832,1.2217,5.3233,3.7525,2.8274,0.7854,2.0944,3.5081,4.1539,3.8921,5.969,5.1138,3.9794,1.5708,2.9147,2.81,1.2392,3.4907,3.9619,2.3038,3.543,2.618,4.0143,5.3058,3.2812,3.2987,5.1487,4.66,4.3284,5.7596,6.0214,5.3931
53,1.2392,4.9916,4.0492,0.20944,2.7751,4.9916,0.89012,0.80285,3.8746,3.5256,4.1015,2.6529,1.3439,3.5779,1.9722,6.2657,2.1293,0.89012,3.5779,3.4732,3.2114,2.6354,1.2043,0.80285,2.6704,5.0265,6.1261,0.48869,4.0666,4.9916,6.0912,4.8695,2.9147,0.20944,2.1293,4.8346,4.7298,4.9567,3.6477,1.2217,4.0143,0.8203,0.087266,1.2741,2.2515,4.7473,3.0369,0.89012,2.1118,3.4732
54,5.9865,2.3562,0.38397,0.41888,4.1539,0.54105,1.0821,2.5307,5.0091,0.83776,2.3911,3.7176,5.2011,3.6128,3.3685,0.34907,2.0071,5.044,4.2062,1.885,2.2864,4.5728,5.6374,1.6057,1.9897,0.34907,5.4629,2.9322,0.62832,1.1868,3.4732,1.5533,3.4208,4.4157,6.0737,3.9095,4.1888,5.5676,5.4629,4.5029,0.13963,3.5954,0.64577,0.87266,0.15708,3.7001,4.2062,6.2134,5.0091,5.8643
55,0.76794,0.31416,1.4486,4.0841,6.1436,3.4558,4.1888,1.3265,5.9341,5.62,4.9916,3.9444,3.1765,2.7053,3.0369,2.4609,0.83776,0.33161,5.5327,4.7647,3.927,1.1519,0.54105,0.85521,5.1662,3.2638,5.62,5.9516,2.8798,4.66,3.3859,5.3756,4.2237,0.20944,2.2166,1.1868,3.8746,5.5501,1.6755,1.6581,1.6755,6.1436,1.0821,5.3233,1.3788,0.75049,1.8326,4.2935,0.10472,4.3808
56,5.3582,2.4435,1.6581,2.9322,2.9147,5.8294,1.0647,1.885,3.9794,6.1087,1.6232,1.7977,5.9167,0.34907,3.7699,3.4208,3.9794,1.0297,1.6406,1.7279,3.1067,6.0214,3.5081,1.7453,2.4958,4.7298,5.6025,4.8346,2.5307,0.99484,4.3982,2.4784,3.8397,1.2392,5.236,4.9916,5.1313,3.3685,1.7802,1.1519,6.2483,3.3161,1.1694,4.4157,1.3265,5.7421,6.0563,1.0647,1.3265,0.55851
57,1.1868,0.27925,5.2883,1.0647,2.3387,5.2011,4.66,2.0769,5.3058,4.1015,4.5728,4.66,1.4661,6.2134,2.1991,1.4137,3.2114,2.6005,0.17453,1.4312,3.2463,1.4312,3.0194,4.5379,0.71558,5.2883,2.8972,3.735,2.3562,5.0265,1.8675,1.4312,2.6354,1.6232,3.3161,5.428,6.2832,5.8119,3.4732,2.618,4.852,3.3685,1.0647,5.8469,4.311,2.8972,2.2864,3.2289,2.426,2.8798
58,2.3911,1.2043,4.4157,1.9548,2.1118,5.9865,5.7421,4.6077,5.2011,0.68068,1.2915,3.5081,4.9044,2.7227,5.1487,1.2392,2.3911,2.6529,5.9167,5.8643,5.0964,3.8397,6.0388,5.8818,0.76794,6.1436,2.7576,6.2483,4.0143,5.8643,1.3963,4.5379,3.8397,4.2412,0.73304,0.47124,2.3911,3.351,1.5184,3.7001,1.2566,0.29671,0.33161,3.7176,3.927,1.9548,5.6374,3.1241,3.735,6.1785
59,5.5851,6.1959,1.4835,1.8675,2.1642,1.6755,2.618,2.7576,4.852,3.6477,3.2638,1.4835,2.9322,2.6005,2.0595,3.5779,3.0892,3.7699,3.0543,0.48869,3.5779,1.3963,3.8048,3.6652,0.33161,4.9393,0.71558,2.7751,5.428,5.6025,2.1118,2.1991,0.2618,3.5954,2.4086,3.4732,0.38397,4.8695,5.2011,2.5656,2.3038,1.7802,3.4907,5.6723,3.9968,5.1836,2.6354,3.4383,2.7925,0.55851
60,6.2134,2.0944,6.1261,1.0821,6.2134,0.069813,3.8223,4.3633,4.6251,2.1991,2.6529,4.0841,2.9322,4.1539,3.4034,0.017453,5.0265,2.8798,5.6549,5.3756,1.6755,1.885,3.5954,0.55851,4.852,2.8274,4.8171,2.81,1.4137,4.9742,0.15708,0.087266,5.969,1.9373,0.76794,5.3756,1.0647,3.9619,5.5676,3.9968,5.4105,0.31416,5.5152,2.8798,3.0194,5.1487,3.7176,3.6303,3.1765,6.0388
61,0.66323,1.6057,1.5533,5.2185,5.9341,5.4803,5.8294,2.5656,0.90757,2.4784,3.8746,4.5029,3.1067,3.0718,3.2987,2.8972,4.1539,0.83776,0.71558,0.15708,6.1785,1.0996,4.4506,1.3788,4.0143,0.5236,1.4835,6.0039,4.311,2.2166,0.71558,1.7628,5.0615,4.8695,3.1416,4.1364,4.6251,4.0317,4.7473,0.50615,0.62832,2.0246,2.2864,5.8119,1.6581,5.9167,0.66323,2.2864,4.311,4.119
62,2.9671,2.042,6.2483,0.71558,0.27925,1.4312,2.6354,5.3756,1.2043,4.7822,6.2134,5.0091,2.7925,1.0821,2.3387,4.0143,3.002,0.69813,5.4803,2.042,1.5708,2.2864,6.1959,0.087266,3.6652,1.85,2.1642,0.20944,2.5831,6.2483,1.0123,0.13963,0.12217,1.3963,0.90757,0.57596,2.2166,0.69813,2.5307,5.62,0.2618,1.0297,4.6426,2.8623,5.2534,0.87266,1.4661,5.7596,1.4661,5.0789
63,0.47124,3.6128,3.6303,0.034907,4.1713,5.428,4.2237,6.2134,0.50615,5.3756,6.0388,4.4157,3.0892,0.47124,5.3931,3.0369,4.5029,1.7279,2.9845,1.2217,1.0821,5.6898,2.5482,0.20944,4.4331,1.885,3.1067,2.7751,0.17453,0.48869,0.92502,0.7854,3.3336,0.31416,6.0563,3.6477,5.1313,4.2761,3.4907,1.6755,2.5307,5.0964,5.9167,3.543,1.9373,1.0472,6.1087,2.3736,5.1662,1.7279
64,0.19199,5.1313,0.89012,1.0297,0.2618,3.8746,0.89012,2.6529,4.3459,3.2987,3.4034,5.9516,6.0912,2.8972,1.6581,2.0769,5.2709,6.2483,4.6426,1.1694,1.4835,4.311,3.0543,4.5553,0.27925,3.5779,3.9968,4.4855,1.7628,0.87266,6.1087,5.9167,2.7227,4.468,3.4034,3.2463,1.8675,4.311,5.5327,3.1241,0.069813,3.927,6.1261,5.3407,4.7298,2.042,1.2566,6.1959,3.4208,2.234
65,2.4958,4.5902,6.0214,3.159,3.6826,2.6878,1.2566,2.3911,3.7001,0.10472,0.62832,1.2915,6.2657,3.3336,5.3582,3.2987,5.6374,2.2864,3.2289,3.0369,3.7874,3.1067,4.9044,4.2935,5.4105,2.7402,1.1345,1.693,3.9968,4.5029,3.2463,0.87266,4.0666,4.5204,2.1991,3.5256,3.2987,2.7751,0.85521,2.1118,0.94248,5.0964,0.33161,0.64577,1.3963,1.6057,5.9341,3.0194,1.693,3.4907
66,0.34907,3.735,0.38397,1.85,4.9567,2.7227,0.17453,0.087266,3.4732,5.4454,1.0996,6.2308,3.4208,0.85521,2.9322,2.0595,4.3459,4.7647,5.7596,4.6775,3.6652,6.0388,0.59341,4.5379,2.2689,1.0472,5.969,5.5152,6.1785,5.6723,4.6426,5.3407,4.9218,5.1662,1.7453,0.13963,6.0737,3.6826,3.7699,3.159,5.7596,4.7124,1.4486,5.7421,2.3387,3.0892,2.8623,5.428,2.3562,0.5236
67,5.4803,4.9567,5.3582,1.3614,4.2412,3.5081,6.0737,3.3336,5.6723,0.43633,1.885,3.6303,0.27925,4.5902,5.6025,3.8746,2.5133,1.8151,3.5256,2.6878,5.1313,6.2483,0.47124,0.68068,0.34907,4.8346,5.7247,2.3562,2.3911,2.3562,5.7596,0.13963,0.87266,1.9548,4.1015,4.9916,0.13963,1.2915,2.4784,2.426,3.0194,0.90757,1.3788,1.117,4.66,2.5831,2.9671,4.4855,3.1241,1.4835
68,3.6128,0.64577,2.5482,3.3336,2.7227,0.66323,5.4978,4.2237,4.1364,4.7298,2.6354,3.8397,5.3582,5.8294,0.90757,2.0246,2.8798,4.3982,4.6775,2.8623,5.0091,5.9865,4.4157,3.543,3.8746,3.2987,0.55851,1.4312,1.7279,5.0615,1.0123,3.002,6.0737,3.927,3.8921,1.9722,3.3336,3.159,2.9671,1.1694,3.5256,2.5307,1.6755,0.97738,2.0769,1.0647,5.2709,3.9968,2.3736,0.069813
69,0.20944,0.2618,2.4435,4.4331,0.87266,4.1888,5.777,5.0789,2.3038,5.0265,0.97738,0.89012,5.3407,5.4803,2.9147,1.7977,0.2618,5.9865,0.069813,2.618,6.0912,3.0718,2.5133,4.8346,0.13963,0.68068,2.1991,1.3439,1.693,2.6529,3.5954,1.2741,1.8675,2.4086,0.19199,4.7298,3.7001,2.6529,0.5236,3.9794,3.4383,1.0297,4.9916,2.7402,4.9567,4.2237,5.6723,4.1888,1.885,4.6426
70,3.8223,5.0789,5.8469,3.8921,3.5954,3.2114,5.2883,1.5708,1.9722,3.9619,2.4784,5.0091,0.20944,1.0996,3.735,0.89012,3.4732,4.3459,1.885,5.6549,4.2761,3.9968,1.3439,5.044,5.6898,1.9373,1.6406,4.8346,0.94248,2.5133,4.0317,3.4907,4.0666,2.9671,5.5501,5.2883,5.9865,1.1345,0.29671,4.6949,2.2166,0.31416,5.8992,2.5656,2.81,4.4855,4.468,3.927,2.0246,4.1015
71,0.59341,1.3788,2.0595,2.0071,6.2657,5.2011,5.8469,1.4486,1.3265,6.1785,2.3387,4.3982,5.9167,5.8992,2.042,4.7473,5.969,5.5327,5.777,2.7751,2.042,2.6005,2.1118,0.64577,5.4978,5.6898,6.161,3.6477,2.0246,4.4855,3.8572,5.4105,4.2412,1.7977,4.1015,5.8818,5.5152,5.2534,4.7997,4.9044,3.7699,2.6878,4.7647,0.66323,5.2185,5.0091,2.2689,3.1241,1.4835,3.2289
72,1.2392,3.5081,2.6354,3.7874,5.2883,3.735,2.6878,4.7124,5.1138,4.3633,5.969,2.2864,3.5779,6.1261,2.4435,2.0246,4.3808,2.1991,0.41888,5.62,3.2812,1.5708,6.1087,5.0789,5.8294,3.351,3.1067,2.4435,6.0563,1.7977,0.12217,4.468,4.9393,5.8294,4.9567,0.45379,6.0563,0.85521,4.4506,2.2515,0.45379,5.044,5.62,4.1888,0.80285,5.1138,3.8746,0.5236,3.1416,3.4558
73,5.6549,0.05236,5.428,2.3038,2.6878,5.0615,3.7699,4.1015,3.4907,0.47124,5.6374,3.3859,0.13963,4.2761,3.5954,2.3562,4.3284,1.3788,0.33161,6.1785,4.6775,3.1765,4.7822,4.9916,0.5236,4.0143,3.4907,3.5605,6.2483,4.0666,5.62,5.7596,2.8623,4.2237,2.8972,1.0996,5.1487,2.8972,0.62832,3.3336,3.6477,3.351,5.7072,5.236,5.4454,5.4978,5.5501,3.3336,1.0821,1.6581
74,4.0666,1.2741,2.2515,0.59341,0.27925,2.4086,0.33161,1.7279,6.0737,3.4034,1.3963,2.8274,2.8972,6.1436,5.0265,6.1087,2.7576,0.87266,2.618,3.4034,5.2709,3.7001,2.4958,2.6529,3.3161,5.4629,2.2689,1.2741,1.3265,5.1313,2.8972,4.4506,2.3562,6.1261,5.8294,1.7977,0.73304,6.1087,5.5501,3.5256,2.4609,4.3284,5.777,2.7402,4.0143,3.194,2.6354,2.0944,6.2308,6.0912
75,6.0737,3.7874,0.36652,0.087266,1.7279,5.969,4.5204,0.83776,6.2832,0.76794,4.5553,5.428,2.8449,3.8921,0.41888,2.042,1.2217,3.8921,0.8203,5.236,5.6025,2.3911,0.76794,1.8675,3.351,4.4506,2.3387,1.5882,4.0841,2.0246,5.5501,2.2166,0.31416,4.0317,0.71558,4.2586,0.10472,4.3633,5.1138,0.85521,5.1487,2.1817,1.3614,0.85521,0.73304,3.0892,1.6755,0.54105,6.0563,5.8643
76,1.2392,4.3808,2.8274,2.2166,0.2618,3.6826,0.48869,3.159,4.6426,4.8171,6.161,4.4506,2.1817,3.3161,3.6652,5.5501,1.6232,2.0944,2.2166,1.2217,0.87266,0.8203,1.7977,0.95993,2.1118,3.2987,2.8972,5.9516,1.501,1.2217,2.4086,1.501,1.0821,1.4661,0.034907,2.9496,6.1959,0.89012,3.4732,5.1662,0.92502,5.5327,5.8643,0.99484,3.927,5.7421,1.3439,6.161,2.6878,3.5954
77,5.5676,0.10472,3.159,3.6128,3.4732,2.8623,5.8643,5.969,3.194,3.5256,3.1241,2.9845,2.1468,1.4661,0.97738,6.2832,5.0615,1.5184,6.161,2.4784,1.501,4.8346,1.8151,3.5779,2.1468,4.2412,2.8623,2.5656,1.8675,1.4835,6.161,4.6775,5.0265,4.8695,3.8048,6.2308,0.68068,1.9548,5.0265,5.2185,4.0317,3.9095,1.693,3.0543,3.194,4.852,6.0214,5.6025,2.3736,0.10472
78,2.7402,1.0123,3.3859,1.3788,4.7473,0.76794,3.6477,4.0317,3.735,2.0071,5.7945,1.9024,1.2043,5.5851,3.8921,5.1836,1.9722,3.7525,0.5236,2.426,1.7104,3.8921,3.002,5.1662,2.3562,2.5133,3.0892,2.7402,3.159,3.002,2.2515,0.94248,2.4958,3.7525,3.9444,2.3736,4.8695,5.7072,6.1436,5.2011,6.0563,1.0996,0.069813,0.24435,1.0996,4.9916,2.5831,2.0246,4.7647,6.0214
79,1.1694,2.7402,3.4034,0.48869,5.7596,0.22689,1.5184,1.4835,4.0317,2.0769,2.5656,5.9167,1.0123,6.2308,5.9341,4.119,5.4105,2.618,0.17453,2.6005,5.0265,1.1694,5.6549,1.3614,1.2217,6.2657,0.15708,6.1261,1.9548,4.8695,6.2134,2.1118,3.3859,4.8171,0.61087,5.2534,4.5029,0.69813,2.2515,4.5204,5.0789,0.5236,3.6826,5.7072,4.9393,3.5605,3.6826,2.1118,3.3336,2.8798
80,5.4978,1.2392,0.73304,2.0595,1.3439,5.6898,1.6755,2.618,2.0246,2.0246,0.38397,0.69813,0.22689,5.5152,3.9968,0.69813,2.8274,0.24435,4.7124,4.4506,3.351,4.6949,1.85,2.8798,2.6878,3.8921,0.12217,2.2166,4.1888,3.2114,0.43633,4.2935,3.9444,6.0039,0.87266,1.5359,2.2689,6.1087,4.4157,2.2515,5.6374,4.0841,3.2987,0.29671,6.1959,6.2483,1.2392,1.8151,5.0265,4.3284
81,1.1345,2.2864,0.45379,5.7596,6.0912,2.6005,3.2463,2.4958,5.236,5.3582,5.5152,2.0246,3.4907,3.4383,5.777,4.3633,1.8675,6.1959,1.7279,4.1015,3.9095,4.468,0.36652,3.3685,1.6232,5.5851,5.3931,4.2062,2.9845,1.2741,3.4034,0.73304,5.8643,1.7104,1.1345,2.0769,4.5204,4.0317,1.9199,0.87266,1.0647,1.4137,5.777,4.1364,5.2011,0.64577,3.0718,2.3387,4.2412,2.1468
82,0.71558,1.9024,1.4486,1.6057,0.89012,4.0666,5.5501,5.4803,1.4835,3.7525,2.2864,5.8992,3.7699,3.6303,5.428,4.1015,6.1436,6.1261,4.4506,1.5708,2.2166,4.852,1.9897,4.5902,5.0091,5.2011,5.0789,4.7647,0.22689,3.7874,0.13963,0.40143,6.2832,2.5133,1.693,4.1713,0.17453,4.1539,1.6057,4.0492,6.1087,4.5728,3.0892,5.8294,6.1261,4.3459,3.7699,5.428,1.1519,2.6354
83,4.5728,4.311,6.2134,0.92502,2.4958,2.1293,5.044,2.6354,5.0091,5.9865,3.9968,2.0944,2.8449,1.3963,3.7525,2.234,0.38397,4.6251,1.2392,3.8223,0.22689,2.9147,4.9742,6.0214,4.7997,5.0615,5.0789,3.194,0.90757,5.6549,0.66323,4.1015,1.8675,6.1785,0.38397,6.0912,4.5204,1.5359,1.8326,0.22689,0.50615,3.194,2.6529,5.4803,4.1364,2.8972,0.75049,3.3336,4.6949,5.4105
84,2.3038,5.6025,2.8449,2.1642,4.5379,6.1087,4.8869,1.6581,2.618,1.7104,4.2412,2.7402,4.6251,5.62,0.92502,2.0071,2.5482,2.6005,2.8623,0.76794,5.7072,0.99484,2.234,5.4803,1.6057,1.9199,4.5204,6.0214,1.7628,0.83776,4.2761,4.7822,1.0123,4.7124,3.6826,2.2689,0.13963,2.3736,0.17453,4.9567,1.7453,2.7227,3.2114,3.5081,1.501,3.3685,5.4454,3.8921,4.4506,3.4732
85,2.6704,5.8469,5.9865,1.885,5.1487,0.55851,3.4907,1.7977,5.7247,3.3336,1.4835,1.3265,1.7453,0.29671,2.2166,4.9393,0.27925,2.9496,0.73304,6.0388,3.8397,6.0039,0.59341,5.0265,4.5029,0.80285,0.29671,2.234,0.12217,2.81,3.5256,5.1138,2.3213,3.6652,4.5728,2.6878,2.4435,3.2812,0.80285,3.6477,4.2586,4.2237,1.7802,5.9516,3.9619,5.62,3.8572,6.1261,5.5851,3.9794
86,5.8294,1.5359,4.2412,4.2237,3.1416,1.0297,2.0071,1.1868,5.4978,3.8048,5.7421,2.3387,3.8746,1.9722,5.2185,5.6374,6.2832,4.1015,2.1118,2.234,5.0615,3.4732,2.7227,3.4208,0.43633,4.3808,1.7628,0.034907,5.8469,0.33161,5.2534,5.2185,2.3562,1.1694,3.002,5.3233,1.7977,0.34907,4.9916,2.7053,1.8151,2.9496,4.4506,1.885,3.6826,4.1888,5.044,5.3931,1.9024,2.426
87,3.8048,4.3808,2.7751,3.5081,6.0912,4.1364,0.19199,5.1313,2.0944,5.7596,1.1519,5.5501,3.0892,2.5831,4.2586,1.6406,0.69813,0.41888,0.76794,4.7124,4.9916,3.8223,1.5533,4.8869,0.85521,4.7997,4.0143,4.8869,2.1642,3.8572,1.3963,5.6898,3.4383,2.2166,3.4558,1.85,2.7751,1.4137,0.10472,1.9897,4.5902,3.7001,2.5656,3.8223,3.6128,4.9393,1.7279,2.3038,1.9722,5.969
88,0.95993,3.9968,5.2185,4.6251,2.4784,2.7576,3.2987,2.5482,2.7227,1.9722,3.8397,0.92502,5.4803,4.8171,1.5533,5.5851,6.2657,5.236,1.9548,4.7124,2.7576,4.7997,2.0071,1.5359,6.161,1.7104,4.4855,6.1261,1.0297,4.1713,4.4855,5.8294,5.0091,0.36652,3.2812,6.1785,1.8326,6.0912,3.0543,2.4609,3.2463,5.3407,0.24435,2.3387,4.0492,3.5605,0.76794,5.1487,5.9341,4.2586
89,5.0964,1.7802,3.8223,2.6354,5.044,3.2987,1.4312,0.75049,1.1519,1.4835,1.7802,2.9147,1.0472,1.5882,3.2812,2.4609,3.7001,0.034907,3.4558,3.2114,4.2412,4.2237,0.73304,6.1785,4.119,4.2237,2.7402,0.99484,3.0892,2.7402,3.159,3.002,2.2515,0.94248,2.4958,3.7525,3.9444,2.3736,4.8695,5.7072,6.1436,5.2011,6.0563,1.0996,0.069813,0.24435,1.0996,4.9916,2.5831,2.0246
90,3.5954,4.4331,0.12217,5.2185,0.20944,4.8869,4.0841,1.9548,3.7176,5.4454,2.1118,3.7001,3.3336,0.62832,2.8623,2.2515,4.6251,5.6723,3.9444,0.05236,5.6374,6.161,5.0091,2.042,5.428,4.66,6.2308,2.1991,0.80285,4.2761,3.9095,1.3788,1.5359,1.3963,6.1785,4.8695,3.351,0.64577,1.4312,1.0821,5.7247,0.50615,5.236,3.927,3.3685,0.76794,4.0841,0.69813,4.6775,5.3407
91,0.62832,3.7874,0.73304,5.7945,6.0912,0.57596,4.9218,5.2534,0.7854,4.6775,4.0317,6.1436,1.3963,5.5327,0.43633,4.5553,2.9147,4.2412,2.5656,0.5236,0.45379,5.3233,2.2515,1.7104,1.5882,1.9548,3.9095,2.9671,5.5152,1.9199,2.3911,1.5184,1.6406,5.6898,5.8119,2.042,6.2832,5.3058,5.0091,5.4454,5.1138,5.1662,1.8326,1.2043,0.90757,2.2689,4.9218,4.8171,0.87266,3.0892
92,0.83776,5.4978,1.3439,3.159,0.33161,3.735,3.8921,0.05236,5.7247,1.1694,3.4034,0.87266,4.1539,6.2483,2.1118,1.4486,4.9567,2.0944,2.7227,5.5851,4.2761,1.5533,3.2289,4.8869,5.6025,4.1364,6.1785,2.81,1.5882,4.8171,1.5184,1.7453,4.7124,4.1015,5.5327,6.161,2.1817,5.7247,1.1519,4.5902,4.8695,1.2217,0.05236,2.5482,3.4558,5.9865,2.1642,1.5359,3.1765,6.2308
93,0.20944,6.0388,6.0039,3.7874,1.3265,0.36652,5.044,2.7402,5.044,1.9722,5.777,5.62,4.8869,4.7822,3.194,1.9548,4.1539,4.2586,4.9567,4.9044,0.8203,0.27925,5.2709,1.9199,1.5708,1.885,1.2741,3.6303,0.10472,4.311,3.7001,0.36652,1.7977,5.4105,4.7997,1.1694,5.4454,0.85521,5.8469,3.7699,5.0091,0.36652,0.89012,3.6826,2.234,2.7751,4.66,5.6025,3.8223,4.852
94,3.7699,5.3931,2.5831,4.7822,2.4435,4.2586,2.9496,5.2534,3.0369,0.55851,4.7298,4.4506,4.119,1.3265,2.234,2.1991,2.9147,2.2689,1.5533,5.0615,4.8346,3.8223,3.0194,3.6826,0.57596,3.7176,3.2638,6.161,5.8992,2.1642,5.4454,1.7977,1.0297,3.4558,2.1293,2.0246,2.6529,2.7402,4.9218,3.4383,2.7751,0.69813,0.85521,1.501,5.5851,1.0821,5.5327,0.97738,3.7001,2.426
95,1.693,4.2761,5.3058,3.6652,0.17453,2.3736,5.2883,3.5081,4.9742,0.47124,5.0091,2.9147,0.83776,1.3439,5.2883,4.119,2.2864,0.36652,5.4803,1.9548,5.3931,4.9742,1.1868,0.50615,4.8695,0.17453,2.3562,5.0265,1.7628,2.5133,4.6251,3.0718,4.5728,3.0892,1.7977,4.6251,2.7576,4.5029,1.0821,2.8623,4.9044,5.2883,5.7421,0.75049,4.7473,0.017453,0.59341,2.9322,2.8449,3.6128
96,5.1313,2.426,1.4835,2.7227,1.6755,3.8921,0.017453,5.3931,4.4506,6.0214,6.2308,1.5359,4.6949,6.2483,0.45379,4.119,2.5482,4.6077,1.7628,3.1067,6.2134,4.2062,1.2915,2.4435,3.0543,1.7977,2.0595,2.7227,3.0892,5.1487,5.6549,0.2618,3.5779,5.3931,3.6128,0.19199,1.0297,6.1261,5.0789,2.1118,2.042,1.2043,1.4486,1.309,2.0769,3.002,1.9024,1.2217,2.234,0.71558
97,3.8048,5.8643,6.0737,4.7822,4.0841,4.5728,4.1713,1.5882,2.6704,4.7997,6.0214,0.75049,0.59341,0.10472,1.9199,2.1991,0.48869,3.7176,4.0666,5.8294,1.9722,2.0595,6.161,3.1241,1.3265,2.2864,1.8326,4.119,3.8397,5.3756,4.1015,5.5676,4.0666,0.22689,3.6303,2.9671,3.2812,2.5133,4.6775,1.0472,5.3407,2.5831,4.3459,4.8869,3.5954,4.3284,3.0369,3.6128,6.2134,2.7227
98,5.6374,2.5831,4.2935,3.3161,2.6005,5.7247,5.3582,2.1468,4.7298,4.4506,2.8623,6.0737,0.2618,0.97738,1.9199,5.4978,3.8921,2.81,0.73304,4.6949,4.7473,3.4907,3.4208,6.1261,1.3963,4.4157,1.3265,5.9341,4.7124,6.1087,0.24435,5.6549,2.0769,4.7124,5.8119,4.852,2.426,4.6426,5.8818,1.8326,5.3233,5.2883,2.7053,0.069813,3.4732,2.4435,4.852,2.2166,6.0039,4.2062
99,2.6878,2.6005,3.4558,1.9897,1.3439,1.0647,4.1888,3.5605,2.5656,6.2832,3.8223,5.2185,3.9794,4.4506,5.236,2.8972,1.9199,0.73304,5.5851,2.3038,1.9548,5.0789,1.8675,1.6406,2.0595,3.2289,0.76794,1.7279,3.4383,2.5307,1.2392,4.468,2.8449,1.2392,3.9794,2.2515,3.0194,3.2463,6.0388,1.5533,3.4034,2.4435,1.0996,1.9199,2.8449,6.2657,3.159,3.8397,5.9341,4.9742
100,1.2043,1.1345,1.9548,3.7874,2.0595,0.13963,1.501,4.6949,4.852,2.234,4.9742,4.6949,0.2618,5.3931,0.90757,4.5553,3.2987,3.8746,1.3614,4.8695,6.2832,5.1836,1.8151,4.0666,5.6898,1.0297,2.3038,4.66,2.3387,1.6406,4.5902,4.5553,6.1959,5.4803,3.7874,2.618,6.0563,3.3685,3.8397,3.9794,2.4086,3.8223,5.0265,1.6581,2.7053,0.034907,5.6374,2.8623,0.95993,4.6251
101,1.1345,5.7421,1.7977,4.7997,4.852,0.90757,0.47124,4.3459,6.161,0.40143,3.9095,2.4435,5.8119,1.1694,0.34907,6.1087,1.5882,3.4208,4.0666,5.8294,1.3265,4.7822,3.4907,4.4157,1.7977,3.7874,3.8397,3.927,3.5081,1.85,3.4208,3.8048,0.55851,5.777,5.6898,1.6581,3.735,5.0615,6.1785,5.2534,1.1868,2.3387,4.6077,0.20944,1.3788,6.0912,1.4137,5.8294,0.87266,4.4157
102,3.6826,4.4331,2.8972,3.9968,0.45379,2.7751,5.8992,5.9167,5.6723,2.6005,5.3407,3.8921,3.8746,5.5152,1.5359,3.7176,5.428,5.7247,0.45379,2.0595,2.8274,2.3387,1.117,3.4383,0.15708,5.1138,0.69813,2.7227,3.8223,4.8869,4.2761,1.4312,0.47124,0.68068,3.6303,3.3859,2.3213,2.6354,3.4208,4.0492,0.64577,3.735,4.1015,4.6426,3.0194,6.0563,1.117,3.9095,6.2134,3.0369
