SUBJECT,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Trial 26,Trial 27,Trial 28,Trial 29,Trial 30,Trial 31,Trial 32,Trial 33,Trial 34,Trial 35,Trial 36,Trial 37,Trial 38,Trial 39,Trial 40,Trial 41,Trial 42,Trial 43,Trial 44,Trial 45,Trial 46,Trial 47,Trial 48,Trial 49,Trial 50
53,0.99484,4.8695,4.2062,0.05236,2.7751,4.9218,0.80285,0.73304,4.2412,3.6477,3.6128,2.8972,1.2043,3.7176,1.885,6.0388,1.9548,0.71558,3.9095,3.5779,3.4383,2.3387,1.1868,0.68068,2.426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.426,NaN,2.426,NaN,2.426,2.426,2.426,2.426,2.426,NaN,2.426,2.426,NaN,2.426,NaN,NaN,2.426
54,6.0388,2.4784,0.017453,0.20944,4.1539,0.29671,1.2043,2.3213,5.428,0.94248,2.3736,4.119,5.5327,4.0666,3.2114,5.969,2.0944,5.044,4.1713,4.119,2.3213,5.236,5.3233,1.885,2.0071,NaN,2.0071,2.0071,NaN,NaN,2.0071,NaN,2.0071,NaN,NaN,2.0071,2.0071,2.0071,2.0071,NaN,NaN,NaN,NaN,NaN,2.0071,NaN,2.0071,2.0071,2.0071,2.0071
55,0.95993,0.13963,1.5882,3.6826,5.9865,3.5779,4.2761,1.3963,5.9167,5.5327,4.5728,3.6652,3.4383,2.81,2.7576,2.4958,0.45379,0.68068,5.4803,3.4907,3.5081,1.1519,6.2308,0.62832,5.6374,NaN,NaN,5.6374,NaN,5.6374,NaN,5.6374,5.6374,5.6374,5.6374,NaN,5.6374,5.6374,5.6374,NaN,NaN,5.6374,NaN,NaN,5.6374,5.6374,NaN,5.6374,5.6374,5.6374
56,5.3058,2.9496,1.5359,2.81,2.8798,5.9516,0.99484,2.1118,3.927,6.2832,1.3963,2.042,6.0388,0.55851,4.0666,3.1241,3.927,1.3614,1.4661,2.042,3.002,0.05236,2.9322,1.693,2.2515,NaN,2.2515,2.2515,2.2515,NaN,NaN,2.2515,NaN,NaN,NaN,2.2515,NaN,NaN,2.2515,2.2515,NaN,2.2515,2.2515,2.2515,2.2515,2.2515,NaN,2.2515,NaN,2.2515
57,1.4312,0.36652,5.0091,1.1519,2.5831,4.8695,4.9567,2.3213,4.9218,4.0317,4.6077,4.6077,1.5882,6.1959,2.1991,1.3788,2.6704,2.7576,0.2618,1.5359,2.7227,1.7628,2.9671,4.7997,0.34907,NaN,0.34907,0.34907,NaN,0.34907,NaN,0.34907,NaN,0.34907,NaN,NaN,0.34907,0.34907,0.34907,NaN,0.34907,0.34907,NaN,0.34907,0.34907,NaN,0.34907,NaN,0.34907,NaN
58,2.9322,0.75049,4.2237,1.9897,1.9897,5.9865,5.9865,4.6077,5.4629,0.50615,0.97738,3.7525,5.0964,2.9322,5.3233,1.2392,2.6005,2.7925,5.7945,5.8643,5.2883,3.7001,6.1436,6.1436,0.66323,NaN,NaN,NaN,0.66323,0.66323,0.66323,NaN,0.66323,NaN,NaN,0.66323,0.66323,NaN,0.66323,NaN,NaN,NaN,NaN,0.66323,0.66323,0.66323,0.66323,NaN,0.66323,NaN
59,3.0718,6.161,1.1694,2.0246,2.2166,1.5708,2.7751,2.6878,4.8695,3.8572,3.3685,1.5708,2.9671,2.9845,2.0595,3.735,3.4034,4.119,2.9671,0.069813,3.8223,1.3788,4.0317,3.4558,0.12217,NaN,0.12217,0.12217,0.12217,NaN,0.12217,NaN,0.12217,NaN,NaN,0.12217,0.12217,NaN,NaN,NaN,0.12217,NaN,0.12217,0.12217,0.12217,NaN,NaN,0.12217,0.12217,0.12217
60,0.034907,2.0944,6.0737,0.97738,6.1087,0.15708,3.9619,4.3982,4.5379,2.2515,2.4609,4.2412,2.8798,4.3459,2.8972,5.969,4.8171,2.9147,5.8992,5.4454,1.5184,2.0071,3.8921,0.36652,4.852,NaN,4.852,NaN,4.852,NaN,4.852,4.852,NaN,NaN,4.852,NaN,4.852,4.852,4.852,4.852,NaN,4.852,4.852,4.852,4.852,NaN,4.852,NaN,4.852,4.852
61,0.64577,1.6232,1.6406,5.1487,5.9341,5.5327,5.7596,2.5656,0.85521,2.4609,4.0666,4.5902,2.7227,2.8449,3.2114,3.002,3.8921,0.80285,0.7854,0.034907,6.0388,1.117,4.4855,1.4486,4.2935,NaN,4.2935,NaN,4.2935,NaN,4.2935,4.2935,4.2935,NaN,4.2935,NaN,4.2935,NaN,4.2935,4.2935,4.2935,NaN,4.2935,4.2935,4.2935,4.2935,NaN,4.2935,4.2935,4.2935
62,2.9845,1.9024,6.0214,0.68068,6.0912,1.4312,2.7576,5.6549,1.309,4.9742,0.17453,4.9742,2.8449,0.83776,2.618,4.1364,2.81,0.62832,5.5851,2.1991,1.5882,2.3911,0.10472,0.05236,4.1713,NaN,NaN,4.1713,NaN,4.1713,NaN,NaN,NaN,4.1713,4.1713,4.1713,4.1713,4.1713,NaN,4.1713,NaN,4.1713,NaN,NaN,NaN,NaN,NaN,4.1713,4.1713,4.1713
63,6.2483,3.6303,3.6128,6.1959,4.0317,5.5676,4.1539,6.0912,0.2618,5.3756,0.17453,4.1888,3.3161,0.069813,5.3058,3.1416,4.2586,1.7104,2.9845,1.5533,1.0472,5.62,2.618,6.1087,3.6652,NaN,NaN,3.6652,3.6652,3.6652,NaN,NaN,NaN,3.6652,3.6652,3.6652,NaN,3.6652,3.6652,3.6652,NaN,3.6652,3.6652,NaN,NaN,3.6652,NaN,NaN,NaN,NaN
64,6.2483,4.9393,0.80285,1.3614,0.27925,4.1539,1.1519,2.7227,4.5553,3.002,3.8048,0.24435,0.017453,2.8623,1.4486,2.3736,5.4629,6.1261,4.7997,1.4835,1.5533,4.6426,2.7925,5.0265,6.2483,NaN,6.2483,6.2483,6.2483,6.2483,6.2483,NaN,NaN,NaN,NaN,NaN,6.2483,6.2483,NaN,NaN,6.2483,NaN,6.2483,NaN,NaN,NaN,6.2483,NaN,6.2483,6.2483
65,2.6529,4.9567,6.1785,2.9845,3.8048,2.5307,1.0996,2.4784,3.6477,6.1436,0.55851,1.0647,0.34907,3.1067,5.62,3.0892,5.9516,2.5133,3.2114,3.0892,3.6477,3.2812,5.1836,4.2062,5.5851,NaN,5.5851,5.5851,NaN,NaN,5.5851,5.5851,NaN,5.5851,NaN,5.5851,NaN,5.5851,NaN,NaN,5.5851,5.5851,5.5851,5.5851,NaN,5.5851,NaN,NaN,5.5851,NaN
66,5.7247,3.8921,0.05236,1.9722,4.9044,2.5656,0.27925,0.069813,3.7699,5.2011,1.3439,6.1785,3.8048,1.3265,2.81,1.9373,4.3284,5.0615,6.0039,3.4732,3.7699,6.2483,0.68068,4.9742,2.234,NaN,2.234,NaN,2.234,2.234,2.234,NaN,NaN,NaN,NaN,2.234,2.234,NaN,2.234,NaN,NaN,2.234,2.234,2.234,2.234,NaN,NaN,2.234,NaN,2.234
67,5.4803,5.0615,5.9341,1.3265,4.2935,3.351,0.15708,3.4208,5.6374,0.54105,2.0595,3.4034,0.55851,4.7822,5.3233,3.9619,2.8623,1.9373,3.4383,2.7227,5.2534,0.41888,0.45379,0.48869,0.54105,NaN,NaN,NaN,0.54105,0.54105,NaN,0.54105,0.54105,NaN,0.54105,0.54105,NaN,0.54105,0.54105,NaN,0.54105,NaN,0.54105,NaN,NaN,0.54105,0.54105,0.54105,0.54105,NaN
68,4.0143,0.38397,2.5482,4.1713,2.7402,0.31416,5.2883,4.1888,3.9968,4.6949,2.4784,3.8223,5.3756,5.9167,0.55851,1.9548,2.8972,4.7647,4.7124,2.81,4.8695,0.17453,4.1888,3.7176,4.1015,NaN,4.1015,NaN,4.1015,NaN,4.1015,NaN,NaN,NaN,NaN,4.1015,NaN,4.1015,4.1015,4.1015,NaN,NaN,4.1015,4.1015,NaN,4.1015,NaN,4.1015,4.1015,4.1015
69,5.9341,0.38397,2.2515,4.5379,0.69813,4.3284,5.5152,5.1138,2.2689,5.1313,0.8203,0.73304,5.1487,5.428,2.8972,1.693,6.0563,6.0563,5.969,2.3562,6.0039,3.0369,2.4784,4.7473,5.8294,NaN,NaN,5.8294,5.8294,5.8294,NaN,NaN,NaN,NaN,NaN,5.8294,5.8294,5.8294,5.8294,NaN,NaN,5.8294,NaN,5.8294,NaN,5.8294,5.8294,5.8294,5.8294,5.8294
70,3.9619,5.1662,5.6374,3.8746,3.5256,3.2114,5.6549,1.6755,1.8326,3.8572,2.6704,5.2185,0.017453,1.1519,4.0666,0.97738,3.6128,4.2935,1.7802,5.6549,4.1364,3.8223,1.3439,5.3756,5.6549,NaN,5.6549,NaN,5.6549,5.6549,5.6549,5.6549,5.6549,NaN,5.6549,5.6549,NaN,5.6549,5.6549,5.6549,NaN,5.6549,NaN,NaN,5.6549,5.6549,5.6549,5.6549,5.6549,5.6549
71,0.45379,1.3614,2.1642,2.3213,6.2832,5.4105,6.2483,1.6406,1.5359,5.8992,2.3562,4.7997,6.0563,0.069813,2.4784,5.0789,5.9516,5.3407,6.0912,2.8623,2.1817,2.8449,2.1991,0.45379,5.4978,NaN,5.4978,NaN,5.4978,5.4978,5.4978,NaN,5.4978,NaN,5.4978,5.4978,NaN,NaN,NaN,5.4978,5.4978,NaN,NaN,NaN,NaN,5.4978,NaN,5.4978,5.4978,NaN
72,1.1519,3.735,2.9322,3.7874,5.3931,3.6826,3.0892,5.0091,5.0964,3.8048,5.8992,2.3736,3.6826,6.0912,2.6005,2.0944,3.9794,2.3038,0.38397,5.7421,3.351,1.501,5.8992,4.9742,6.0214,NaN,6.0214,NaN,6.0214,NaN,NaN,NaN,6.0214,NaN,6.0214,NaN,NaN,NaN,NaN,6.0214,NaN,6.0214,NaN,NaN,6.0214,NaN,NaN,NaN,NaN,NaN
73,0.40143,0.20944,5.3582,2.0944,2.81,5.0091,4.0666,4.0492,3.3685,0.05236,5.3233,3.3336,6.0737,4.311,3.6303,2.8798,4.311,1.4835,0.33161,0.2618,4.2062,3.735,4.5029,5.1138,0.54105,NaN,0.54105,NaN,0.54105,0.54105,0.54105,NaN,NaN,NaN,0.54105,0.54105,NaN,0.54105,0.54105,0.54105,NaN,0.54105,NaN,NaN,0.54105,0.54105,0.54105,0.54105,NaN,NaN
74,3.3685,1.2566,2.81,0.61087,0.5236,2.8623,0.61087,1.7279,0.19199,3.3336,1.4835,2.8623,2.8798,6.2832,4.9916,6.2832,2.8274,1.2217,2.9147,3.4034,5.4629,3.6652,2.8623,2.7925,3.5779,NaN,3.5779,NaN,3.5779,3.5779,NaN,NaN,NaN,NaN,NaN,NaN,3.5779,NaN,3.5779,NaN,3.5779,3.5779,NaN,NaN,NaN,3.5779,3.5779,NaN,3.5779,3.5779
75,6.2483,4.0492,0.31416,0.20944,2.0071,0.13963,4.3982,0.66323,0.17453,0.8203,4.3633,5.7945,2.7925,4.2237,0.29671,2.1118,1.1868,4.2412,1.0647,5.1662,0.13963,2.3387,0.68068,2.3736,3.543,NaN,NaN,3.543,NaN,3.543,3.543,NaN,NaN,3.543,NaN,3.543,3.543,NaN,3.543,3.543,NaN,NaN,NaN,3.543,NaN,3.543,NaN,3.543,NaN,NaN
76,1.2043,4.7473,3.002,2.0071,0.2618,3.8572,0.5236,3.4732,4.852,5.0615,6.1087,4.1015,2.0071,3.3336,3.8921,0.19199,1.6057,2.0769,2.1118,1.2217,0.59341,0.92502,1.7628,0.94248,1.9897,NaN,1.9897,NaN,NaN,NaN,1.9897,NaN,1.9897,1.9897,NaN,1.9897,1.9897,1.9897,NaN,1.9897,NaN,NaN,NaN,1.9897,NaN,1.9897,NaN,NaN,1.9897,NaN
77,5.5501,0.10472,3.2812,3.1765,3.5605,2.8449,5.8643,5.7945,3.4034,3.5081,3.1067,3.002,1.9548,1.2915,0.97738,0.05236,4.9567,1.3265,6.0563,3.0892,1.4486,4.9393,1.6057,3.9444,2.2166,NaN,2.2166,2.2166,NaN,2.2166,2.2166,NaN,NaN,2.2166,2.2166,2.2166,NaN,2.2166,NaN,2.2166,2.2166,2.2166,2.2166,NaN,NaN,NaN,NaN,2.2166,2.2166,2.2166
78,2.81,1.0821,3.6303,1.117,4.66,0.92502,3.8746,4.2935,4.0492,2.042,5.5501,1.9722,1.2392,5.5676,4.2412,5.1836,1.885,4.2586,0.34907,2.4958,2.1468,3.8921,2.8972,5.3058,2.3562,NaN,NaN,2.3562,2.3562,2.3562,NaN,NaN,2.3562,NaN,2.3562,2.3562,NaN,2.3562,2.3562,2.3562,NaN,2.3562,NaN,NaN,NaN,2.3562,NaN,NaN,2.3562,2.3562
79,0.83776,2.7925,3.3161,0.64577,5.8992,0.64577,1.2392,1.6057,3.4732,2.4086,2.2515,6.0039,0.69813,6.0563,5.9341,4.7124,5.7247,2.4958,6.0388,2.426,5.2185,1.0647,5.6723,1.117,1.1868,NaN,NaN,NaN,NaN,NaN,NaN,1.1868,NaN,1.1868,NaN,1.1868,1.1868,1.1868,NaN,1.1868,1.1868,NaN,1.1868,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80,4.9916,1.2043,0.33161,2.5656,1.2043,5.9865,1.6057,2.7227,1.8151,2.1642,5.9341,0.94248,5.777,5.6025,4.1888,0.90757,3.1416,5.7421,5.1836,4.4506,3.3336,4.6426,1.7279,2.6704,2.5133,NaN,NaN,NaN,NaN,2.5133,2.5133,2.5133,2.5133,2.5133,2.5133,2.5133,NaN,NaN,2.5133,2.5133,2.5133,2.5133,2.5133,2.5133,NaN,NaN,2.5133,2.5133,2.5133,2.5133
81,1.0647,2.2864,0.24435,5.5501,6.0563,2.6704,3.4558,2.6354,5.1313,5.3582,5.5501,2.1293,3.4034,3.3336,5.969,4.1364,2.0769,6.1436,1.9373,3.8397,3.9444,4.3284,6.0563,3.3336,1.5708,NaN,1.5708,1.5708,NaN,1.5708,1.5708,1.5708,NaN,NaN,1.5708,1.5708,NaN,NaN,NaN,1.5708,1.5708,NaN,1.5708,1.5708,1.5708,NaN,1.5708,NaN,NaN,1.5708
82,0.71558,2.1118,1.1868,1.5184,0.8203,3.7525,5.3931,5.3058,1.4312,4.0317,2.1991,6.1087,3.6303,3.6826,5.2534,3.8921,0.017453,6.0388,4.4157,1.2566,1.9548,5.044,1.9722,4.5902,4.9044,NaN,4.9044,4.9044,NaN,NaN,NaN,NaN,NaN,4.9044,NaN,4.9044,NaN,4.9044,NaN,NaN,4.9044,4.9044,4.9044,4.9044,4.9044,4.9044,NaN,NaN,4.9044,4.9044
83,4.4855,4.1539,0.034907,1.0996,2.7402,1.8675,4.7298,2.6005,4.7822,0.38397,4.4506,1.9897,2.8972,1.2915,4.4506,1.9897,0.43633,3.7176,1.4486,3.6652,0.43633,2.6354,4.9044,0.27925,4.9567,NaN,NaN,4.9567,4.9567,NaN,NaN,NaN,NaN,4.9567,4.9567,4.9567,NaN,4.9567,NaN,4.9567,4.9567,NaN,4.9567,4.9567,NaN,NaN,NaN,NaN,NaN,4.9567
84,2.3736,5.8469,2.8798,1.885,4.6775,6.2134,5.0789,1.6755,2.6529,1.7977,3.6303,3.0543,4.7647,5.4454,0.90757,1.85,2.4958,2.6529,2.6878,0.85521,6.0912,0.83776,2.7227,5.7072,1.6755,NaN,NaN,NaN,1.6755,1.6755,1.6755,NaN,NaN,1.6755,NaN,1.6755,1.6755,1.6755,1.6755,1.6755,NaN,1.6755,1.6755,1.6755,1.6755,1.6755,NaN,NaN,1.6755,NaN
85,2.3736,6.2832,6.0912,2.0071,5.3058,0.40143,3.351,1.9722,6.0214,3.2812,1.6406,1.5184,1.8326,0.59341,2.1817,4.9218,0.12217,2.9322,0.55851,0.017453,3.3859,5.9341,0.71558,5.0265,4.2586,NaN,4.2586,NaN,4.2586,NaN,NaN,4.2586,4.2586,NaN,4.2586,4.2586,4.2586,NaN,4.2586,NaN,4.2586,4.2586,NaN,NaN,NaN,4.2586,4.2586,NaN,NaN,NaN
86,0.24435,1.6581,4.2237,4.1015,3.2987,0.83776,2.6878,1.0821,5.4978,3.8572,5.6374,2.6354,3.4558,2.0944,5.1836,5.6025,6.0737,3.6826,2.0595,2.1293,5.2185,3.2812,2.8798,3.2812,0.20944,NaN,0.20944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20944,0.20944,0.20944,NaN,0.20944,NaN,0.20944,NaN,0.20944,0.20944,0.20944,0.20944,0.20944,NaN,0.20944,0.20944
87,3.8572,4.3982,3.2289,3.543,0.15708,3.8397,0.034907,4.6949,2.0769,6.1087,0.97738,5.6374,3.159,2.7402,3.8572,1.7977,0.73304,0.40143,0.71558,4.5029,4.8346,3.5954,1.6581,4.6077,0.47124,NaN,NaN,NaN,0.47124,0.47124,NaN,NaN,0.47124,NaN,NaN,NaN,NaN,NaN,0.47124,0.47124,0.47124,0.47124,NaN,0.47124,0.47124,0.47124,0.47124,0.47124,NaN,NaN
88,1.1345,3.8048,6.0912,4.6949,2.8798,2.8798,3.3161,2.4958,2.6005,1.85,3.2987,0.64577,6.2308,5.0964,1.5533,5.5501,5.8818,5.0615,1.9897,4.852,3.002,4.9567,2.1118,1.4486,6.2832,NaN,NaN,6.2832,NaN,NaN,NaN,NaN,6.2832,6.2832,6.2832,6.2832,6.2832,NaN,NaN,6.2832,6.2832,6.2832,6.2832,6.2832,6.2832,NaN,NaN,6.2832,NaN,NaN
89,5.2011,1.7279,3.6477,2.5831,5.0265,3.4208,1.4835,0.55851,1.1694,1.3614,1.5882,3.1241,0.80285,1.7279,3.5081,3.0543,3.6826,0.13963,3.5081,3.4558,4.5728,4.1713,0.29671,6.0563,3.9619,NaN,3.9619,NaN,NaN,3.9619,3.9619,3.9619,NaN,NaN,3.9619,NaN,3.9619,3.9619,NaN,3.9619,3.9619,3.9619,NaN,3.9619,NaN,NaN,NaN,3.9619,NaN,NaN
90,3.8048,4.4855,5.7421,5.2011,0.017453,5.1662,4.3459,1.8151,3.9095,5.1836,2.0595,3.8921,3.9619,5.8119,3.8921,2.6529,4.852,5.6549,3.8921,6.0737,5.7247,5.8992,4.9916,1.9373,5.428,NaN,5.428,5.428,NaN,NaN,NaN,NaN,NaN,NaN,5.428,5.428,5.428,NaN,5.428,NaN,5.428,NaN,NaN,5.428,NaN,NaN,5.428,5.428,5.428,5.428
91,0.5236,3.8746,0.55851,5.6898,5.7945,0.43633,4.9916,5.3582,1.1519,4.6251,4.1713,5.7945,1.309,5.6374,0.34907,4.2237,3.1765,4.0492,2.5307,0.22689,0.43633,4.9742,2.4784,1.9722,1.85,NaN,1.85,NaN,1.85,1.85,1.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.85,NaN,NaN,1.85,1.85,NaN,1.85,NaN,1.85,1.85,NaN,NaN
92,0.7854,5.4978,1.0996,3.2812,0.57596,3.5605,3.4208,0.47124,5.8469,1.0996,3.7699,0.94248,0.89012,0.43633,2.0071,1.5533,5.3756,2.1642,2.9671,6.2308,4.2412,1.3788,3.4208,3.2114,5.3233,NaN,NaN,NaN,NaN,5.3233,5.3233,5.3233,NaN,5.3233,5.3233,NaN,NaN,NaN,5.3233,5.3233,5.3233,5.3233,5.3233,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93,0.40143,5.8469,5.9341,4.0492,1.2043,0.64577,5.1138,2.81,5.1138,2.042,5.8992,5.4803,4.7124,3.9794,3.3336,1.9722,4.2237,4.1015,4.9044,4.8869,0.41888,0.8203,4.9916,2.1118,1.501,NaN,NaN,1.501,1.501,1.501,1.501,1.501,NaN,1.501,1.501,NaN,1.501,1.501,NaN,1.501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.501,1.501
94,4.1539,5.6723,2.7227,4.7124,2.7576,4.2412,2.7576,5.4454,2.7402,0.41888,4.7473,4.6077,4.468,1.5882,2.6529,2.5307,2.9147,2.6005,1.4312,5.8643,4.2237,3.9444,3.0369,3.9968,0.55851,NaN,0.55851,0.55851,0.55851,NaN,0.55851,0.55851,0.55851,NaN,NaN,NaN,0.55851,NaN,0.55851,NaN,0.55851,NaN,0.55851,0.55851,NaN,NaN,0.55851,NaN,NaN,0.55851
95,1.6057,3.9444,5.4629,3.2987,0.20944,2.3213,0.29671,3.0194,5.5327,0.27925,5.3756,2.81,1.0647,1.2392,5.3756,3.7525,2.6354,0.40143,5.3058,1.9897,5.5327,5.1138,0.90757,1.0472,4.7997,NaN,4.7997,4.7997,NaN,4.7997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7997,4.7997,4.7997,NaN,NaN,4.7997,4.7997,4.7997,4.7997,4.7997,4.7997,4.7997,NaN
96,5.3407,2.3736,1.4312,2.4435,1.6406,4.1888,5.5676,5.4803,4.3982,5.777,5.8643,1.1345,4.9044,5.8294,0.47124,3.8397,2.8449,4.7298,1.7628,3.1067,6.0039,4.0666,1.2915,2.5831,3.3859,NaN,NaN,3.3859,NaN,3.3859,3.3859,3.3859,NaN,NaN,3.3859,3.3859,3.3859,3.3859,NaN,NaN,NaN,3.3859,3.3859,3.3859,NaN,3.3859,3.3859,3.3859,NaN,3.3859
97,5.2709,6.0214,6.2483,4.7124,4.0143,4.6251,3.8921,1.3788,2.9496,4.8346,5.5327,1.2566,0.47124,0.12217,2.1293,2.3213,0.31416,4.0143,4.0841,5.8818,2.426,2.1293,2.0944,3.2987,1.309,NaN,1.309,1.309,NaN,NaN,NaN,1.309,1.309,1.309,NaN,1.309,NaN,1.309,NaN,1.309,1.309,NaN,1.309,1.309,NaN,NaN,NaN,1.309,1.309,NaN
98,5.5327,2.5831,4.0143,3.0369,3.1067,5.4454,5.3407,2.3387,4.8346,4.1888,2.9147,5.9516,0.22689,1.0297,2.1468,6.0039,3.8397,2.7227,0.69813,4.8869,4.9916,3.5605,3.4732,0.47124,1.2915,NaN,1.2915,NaN,NaN,NaN,1.2915,NaN,NaN,NaN,1.2915,1.2915,1.2915,NaN,NaN,NaN,1.2915,1.2915,1.2915,1.2915,1.2915,1.2915,1.2915,NaN,NaN,1.2915
99,2.8449,2.6005,3.8223,1.85,1.1868,1.0821,3.7699,3.6128,2.5133,5.8643,4.0317,4.7647,4.2412,4.1888,5.3058,3.0543,1.85,0.54105,5.7421,2.4609,2.0071,5.3756,1.9897,1.8151,1.9548,NaN,NaN,NaN,1.9548,NaN,NaN,1.9548,1.9548,NaN,1.9548,NaN,NaN,NaN,1.9548,NaN,NaN,1.9548,1.9548,1.9548,1.9548,1.9548,NaN,1.9548,NaN,NaN
100,1.3614,1.1519,2.1293,4.0492,1.9897,5.6025,1.6581,4.9393,4.8695,2.4784,5.1487,4.7822,6.0737,5.4454,0.92502,4.6077,3.4034,3.9794,0.94248,4.6251,5.8294,5.0615,2.042,4.0492,5.62,NaN,5.62,5.62,5.62,NaN,5.62,NaN,5.62,NaN,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,NaN,5.62,NaN,5.62,NaN,NaN,5.62
101,1.0647,5.777,1.6232,4.5902,4.7124,0.76794,0.62832,3.7001,6.1261,0.34907,3.8746,2.4784,6.1087,0.97738,0.45379,0.10472,1.501,3.9095,4.0143,6.0912,1.3439,4.6949,3.6652,3.927,1.4835,NaN,NaN,NaN,1.4835,1.4835,1.4835,NaN,1.4835,1.4835,NaN,1.4835,NaN,NaN,NaN,1.4835,1.4835,1.4835,1.4835,1.4835,1.4835,1.4835,1.4835,NaN,1.4835,NaN
102,3.9444,4.5204,2.8274,3.8397,6.2134,2.7925,5.9341,5.6898,5.8294,2.6005,5.9516,3.9619,3.9794,5.6549,1.2741,3.7874,5.6898,4.0492,6.1087,1.9024,2.6878,2.4784,1.3963,3.4907,6.1436,NaN,NaN,NaN,NaN,6.1436,6.1436,NaN,6.1436,6.1436,6.1436,6.1436,6.1436,6.1436,6.1436,6.1436,NaN,NaN,6.1436,6.1436,6.1436,6.1436,6.1436,NaN,6.1436,NaN
103,0.61087,0.62832,4.3633,1.7977,5.4454,1.3614,3.3859,4.0317,1.4835,2.0071,1.6057,0.57596,1.6406,5.9341,4.5204,4.4157,5.428,2.9147,3.7001,1.4137,4.6426,6.1261,0.13963,2.618,2.4958,NaN,2.4958,NaN,NaN,NaN,NaN,2.4958,NaN,2.4958,NaN,2.4958,2.4958,NaN,2.4958,NaN,NaN,2.4958,NaN,2.4958,NaN,2.4958,NaN,2.4958,NaN,NaN
104,5.8469,5.62,3.9794,4.4506,3.351,2.1118,0.45379,3.2289,6.0912,3.159,1.7279,0.31416,0.8203,1.1519,4.3633,3.1416,3.8746,0.59341,5.0789,4.2586,0.62832,1.0996,0.22689,5.1138,3.9968,NaN,3.9968,NaN,3.9968,NaN,3.9968,3.9968,NaN,NaN,3.9968,3.9968,3.9968,3.9968,NaN,3.9968,3.9968,3.9968,NaN,NaN,NaN,3.9968,3.9968,NaN,3.9968,3.9968
105,4.3633,3.7874,2.1468,1.5359,5.1836,1.4137,1.4661,4.2935,4.1539,0.41888,0.36652,3.9444,5.0615,1.3963,6.0737,4.9044,4.3284,4.5553,3.1765,4.8695,4.3284,3.7874,3.6477,5.9865,0.5236,NaN,0.5236,0.5236,0.5236,NaN,0.5236,0.5236,NaN,NaN,0.5236,0.5236,NaN,0.5236,0.5236,0.5236,NaN,NaN,0.5236,0.5236,0.5236,NaN,NaN,NaN,NaN,NaN
106,2.7053,5.044,1.501,6.0388,0.76794,3.351,2.8449,4.0841,5.9865,3.9794,0.43633,5.428,2.5133,1.5359,2.7751,4.9044,0.71558,3.8048,3.927,1.4312,4.7647,4.9393,3.9794,3.4907,2.7227,NaN,NaN,2.7227,2.7227,2.7227,2.7227,2.7227,NaN,2.7227,2.7227,2.7227,2.7227,2.7227,NaN,NaN,NaN,NaN,2.7227,NaN,NaN,NaN,NaN,NaN,2.7227,2.7227
107,0.31416,1.4137,5.5851,5.4454,1.501,2.6005,0.73304,2.9322,5.7072,1.4312,5.0615,5.5501,3.1416,2.0944,6.1087,2.81,0.95993,0.55851,0.73304,4.9567,1.2741,2.8623,1.501,1.0647,2.4086,NaN,2.4086,2.4086,2.4086,2.4086,2.4086,NaN,NaN,NaN,2.4086,2.4086,2.4086,2.4086,2.4086,2.4086,NaN,2.4086,2.4086,2.4086,2.4086,NaN,NaN,2.4086,2.4086,2.4086
108,5.2883,5.0615,5.3756,5.044,3.3161,3.7874,3.735,0.97738,2.9845,2.81,5.3407,5.1138,0.8203,5.3058,2.3562,3.7699,5.4978,3.6652,5.4803,2.8798,1.6755,1.3439,5.3931,5.044,5.62,NaN,5.62,NaN,5.62,NaN,5.62,5.62,5.62,NaN,5.62,5.62,NaN,NaN,NaN,NaN,NaN,NaN,5.62,NaN,NaN,5.62,5.62,NaN,NaN,NaN
109,4.1713,0.2618,3.2987,5.6723,2.1817,3.0543,2.8274,5.7596,2.7053,3.9095,4.8869,5.8469,2.4784,2.0769,3.9968,1.5184,3.9095,5.62,2.7227,1.2915,0.034907,5.1313,3.4558,1.2566,2.4958,NaN,NaN,2.4958,2.4958,2.4958,2.4958,2.4958,2.4958,NaN,2.4958,2.4958,2.4958,NaN,NaN,2.4958,2.4958,2.4958,2.4958,2.4958,2.4958,NaN,NaN,2.4958,NaN,NaN
110,5.8119,5.6374,3.194,3.2638,5.1313,4.4506,0.36652,3.2638,1.0297,6.1261,2.9845,5.7945,5.9865,3.002,6.2308,0.95993,5.0964,4.1539,0.97738,0.66323,5.1487,0.17453,0.24435,5.044,2.8972,NaN,NaN,NaN,NaN,NaN,NaN,2.8972,NaN,2.8972,2.8972,NaN,2.8972,NaN,2.8972,2.8972,NaN,2.8972,NaN,NaN,2.8972,NaN,2.8972,2.8972,NaN,NaN
